,GraphNum,Name,Date,Close
70,8,ADMP 2017-10-24 to 2017-10-30,2017-10-26,5.4
71,8,ADMP 2017-10-24 to 2017-10-30,2017-10-27,5.4
72,8,ADMP 2017-10-24 to 2017-10-30,2017-10-30,5.2
73,9,MSFT 2017-10-24 to 2017-11-06,2017-10-24,78.86
74,9,MSFT 2017-10-24 to 2017-11-06,2017-11-02,84.05
75,10,"Could not find DFEN, please enter manually",2017-10-24,2017-10-30
76,11,NVDA 2017-11-06 to 2017-11-14,2017-11-06,209.63
77,12,SQ 2017-11-06 to 2017-11-14,2017-11-06,37.18
78,13,SNAP 2017-11-06 to 2017-11-08,2017-11-06,14.83
79,13,SNAP 2017-11-06 to 2017-11-08,2017-11-07,15.12
80,13,SNAP 2017-11-06 to 2017-11-08,2017-11-08,12.91
81,14,GBTC 2017-11-06 to 2018-01-18,2017-11-06,10.154
82,14,GBTC 2017-11-06 to 2018-01-18,2017-11-15,9.5604
83,14,GBTC 2017-11-06 to 2018-01-18,2017-11-24,11.8023
84,14,GBTC 2017-11-06 to 2018-01-18,2017-12-05,17.2954
85,14,GBTC 2017-11-06 to 2018-01-18,2017-12-14,26.0988
86,14,GBTC 2017-11-06 to 2018-01-18,2017-12-25,21.8681
87,14,GBTC 2017-11-06 to 2018-01-18,2018-01-03,24.7802
88,14,GBTC 2017-11-06 to 2018-01-18,2018-01-12,21.6484
89,15,GE 2017-11-14 to 2017-11-17,2017-11-14,17.9
90,15,GE 2017-11-14 to 2017-11-17,2017-11-15,18.26
91,15,GE 2017-11-14 to 2017-11-17,2017-11-16,18.25
92,15,GE 2017-11-14 to 2017-11-17,2017-11-17,18.21
93,16,ROKU 2017-11-14 to 2017-11-15,2017-11-14,36.95
94,16,ROKU 2017-11-14 to 2017-11-15,2017-11-15,39.32
95,17,CHFS 2017-11-15 to 2018-01-23,2017-11-15,16.5
96,17,CHFS 2017-11-15 to 2018-01-23,2017-11-24,4.25
97,17,CHFS 2017-11-15 to 2018-01-23,2017-12-05,3.79
98,17,CHFS 2017-11-15 to 2018-01-23,2017-12-14,3.76
99,17,CHFS 2017-11-15 to 2018-01-23,2017-12-25,3.51
100,17,CHFS 2017-11-15 to 2018-01-23,2018-01-03,3.5
101,17,CHFS 2017-11-15 to 2018-01-23,2018-01-12,3.62
102,17,CHFS 2017-11-15 to 2018-01-23,2018-01-23,3.87
103,18,CREG 2017-11-20 to 2017-11-20,2017-11-20,3.38
104,19,QD 2017-11-20 to 2018-01-23,2017-11-20,20.08
105,19,QD 2017-11-20 to 2018-01-23,2017-11-29,14.12
106,19,QD 2017-11-20 to 2018-01-23,2017-12-08,13.65
107,19,QD 2017-11-20 to 2018-01-23,2017-12-19,12.86
108,19,QD 2017-11-20 to 2018-01-23,2017-12-28,12.41
109,19,QD 2017-11-20 to 2018-01-23,2018-01-08,12.83
110,19,QD 2017-11-20 to 2018-01-23,2018-01-17,12.19
111,20,ACST 2017-11-20 to 2017-11-20,2017-11-20,3.1
112,21,FL 2017-11-20 to 2017-11-20,2017-11-20,40.69
113,22,D 2018-01-23 to 2018-04-20,2018-01-23,75.71
114,22,D 2018-01-23 to 2018-04-20,2018-02-01,75.9
115,22,D 2018-01-23 to 2018-04-20,2018-02-12,75.26
116,22,D 2018-01-23 to 2018-04-20,2018-02-21,73.54
117,22,D 2018-01-23 to 2018-04-20,2018-03-02,72.5
118,22,D 2018-01-23 to 2018-04-20,2018-03-13,73.0
119,22,D 2018-01-23 to 2018-04-20,2018-03-22,67.87
120,22,D 2018-01-23 to 2018-04-20,2018-04-02,67.09
121,22,D 2018-01-23 to 2018-04-20,2018-04-11,64.88
122,22,D 2018-01-23 to 2018-04-20,2018-04-20,65.33
123,23,A 2018-01-23 to 2018-04-20,2018-01-23,73.44
124,23,A 2018-01-23 to 2018-04-20,2018-02-01,72.83
125,23,A 2018-01-23 to 2018-04-20,2018-02-12,68.43
126,23,A 2018-01-23 to 2018-04-20,2018-02-21,71.25
127,23,A 2018-01-23 to 2018-04-20,2018-03-02,67.51
128,23,A 2018-01-23 to 2018-04-20,2018-03-13,70.68
129,23,A 2018-01-23 to 2018-04-20,2018-03-22,67.47
130,23,A 2018-01-23 to 2018-04-20,2018-04-02,64.43
131,23,A 2018-01-23 to 2018-04-20,2018-04-11,66.08
132,23,A 2018-01-23 to 2018-04-20,2018-04-20,67.55
133,24,I 2018-01-23 to 2018-04-20,2018-01-23,3.02
134,24,I 2018-01-23 to 2018-04-20,2018-02-01,2.78
135,24,I 2018-01-23 to 2018-04-20,2018-02-12,2.84
136,24,I 2018-01-23 to 2018-04-20,2018-02-21,3.87
137,24,I 2018-01-23 to 2018-04-20,2018-03-02,4.76
138,24,I 2018-01-23 to 2018-04-20,2018-03-13,4.83
139,24,I 2018-01-23 to 2018-04-20,2018-03-22,4.6
140,24,I 2018-01-23 to 2018-04-20,2018-04-02,3.61
141,24,I 2018-01-23 to 2018-04-20,2018-04-11,6.41
142,24,I 2018-01-23 to 2018-04-20,2018-04-20,9.31
143,25,DDD 2018-01-23 to 2018-04-20,2018-01-23,10.61
144,25,DDD 2018-01-23 to 2018-04-20,2018-02-01,10.24
145,25,DDD 2018-01-23 to 2018-04-20,2018-02-12,9.92
146,25,DDD 2018-01-23 to 2018-04-20,2018-02-21,10.09
147,25,DDD 2018-01-23 to 2018-04-20,2018-03-02,11.48
148,25,DDD 2018-01-23 to 2018-04-20,2018-03-13,12.02
149,25,DDD 2018-01-23 to 2018-04-20,2018-03-22,11.65
150,25,DDD 2018-01-23 to 2018-04-20,2018-04-02,11.14
151,25,DDD 2018-01-23 to 2018-04-20,2018-04-11,11.77
152,25,DDD 2018-01-23 to 2018-04-20,2018-04-20,11.6
